TimeStamp,Record,Zone,Latitude,Longitude,Moisture,Period,Attenuation,Permittivity,Probe Model,Sensor
5/16/2017 9:06,1038,"ZONE 00006, ZONE 00007",38.7111,-97.43638,27.63,1.5372,1.2808,15.0337,CD659 12cm rods,
5/16/2017 9:07,1039,"ZONE 00006, ZONE 00007",38.7111,-97.4361,24.33,1.4886,1.2509,13.0096,CD659 12cm rods,
5/16/2017 9:07,1040,ZONE 00007,38.7111,-97.43582,24.07,1.4841,1.2108,12.8613,CD659 12cm rods,
5/16/2017 9:08,1041,"ZONE 00007, ZONE 00008",38.71109,-97.43552,31.87,1.6016,1.3423,17.9414,CD659 12cm rods,
5/16/2017 9:08,1042,"ZONE 00007, ZONE 00008",38.71109,-97.43525,30.31,1.5779,1.3497,16.8241,CD659 12cm rods,
5/16/2017 9:09,1043,ZONE 00008,38.7111,-97.43497,30.51,1.5813,1.3747,16.9682,CD659 12cm rods,
5/16/2017 9:09,1044,ZONE 00008,38.71111,-97.4347,32.87,1.6186,1.4955,18.6894,CD659 12cm rods,
5/16/2017 9:10,1045,"ZONE 00008, ZONE 00009, ZONE 00011",38.71109,-97.43444,30.54,1.5813,1.3437,16.9844,CD659 12cm rods,
5/16/2017 9:10,1046,"ZONE 00008, ZONE 00009, ZONE 00011",38.7111,-97.43415,30.18,1.5767,1.4045,16.7371,CD659 12cm rods,
5/16/2017 9:11,1047,ZONE 00009,38.7111,-97.43388,30.22,1.5767,1.3589,16.7668,CD659 12cm rods,
5/16/2017 9:11,1048,ZONE 00009,38.7111,-97.43365,27.86,1.5417,1.353,15.1802,CD659 12cm rods,
5/16/2017 9:11,1049,"ZONE 00009, ZONE 00010",38.71109,-97.43336,27.36,1.5349,1.3736,14.8605,CD659 12cm rods,
5/16/2017 9:12,1050,"ZONE 00009, ZONE 00010",38.71109,-97.43309,39.11,1.7237,1.8305,24.0681,CD659 12cm rods,
5/16/2017 9:12,1051,ZONE 00010,38.71111,-97.43282,36.34,1.6751,1.6526,21.5047,CD659 12cm rods,
5/16/2017 9:13,1052,ZONE 00010,38.71112,-97.43256,28.29,1.5496,1.4265,15.4653,CD659 12cm rods,
5/16/2017 9:13,1053,ZONE 00010,38.71136,-97.4326,35.46,1.6604,1.6036,20.7571,CD659 12cm rods,
5/16/2017 9:14,1054,ZONE 00010,38.71135,-97.43286,31.53,1.5993,1.5448,17.6924,CD659 12cm rods,
5/16/2017 9:14,1055,"ZONE 00009, ZONE 00010",38.71136,-97.43314,33.43,1.631,1.6842,19.1229,CD659 12cm rods,
5/16/2017 9:15,1056,ZONE 00009,38.71139,-97.4334,29.98,1.5734,1.373,16.6012,CD659 12cm rods,
5/16/2017 9:15,1057,"ZONE 00009, ZONE 00011",38.71141,-97.43367,32.59,1.614,1.4824,18.4745,CD659 12cm rods,
5/16/2017 9:16,1058,"ZONE 00009, ZONE 00011",38.71143,-97.43394,31.15,1.5914,1.4202,17.4199,CD659 12cm rods,
5/16/2017 9:16,1059,"ZONE 00009, ZONE 00011",38.71146,-97.4342,31.84,1.6016,1.3936,17.922,CD659 12cm rods,
5/16/2017 9:17,1060,"ZONE 00008, ZONE 00011",38.71148,-97.43445,34.76,1.6479,1.4821,20.182,CD659 12cm rods,
5/16/2017 9:17,1061,"ZONE 00008, ZONE 00011, ZONE 00012",38.7115,-97.43471,35.16,1.6547,1.5324,20.5079,CD659 12cm rods,
5/16/2017 9:18,1062,"ZONE 00008, ZONE 00011, ZONE 00012",38.71151,-97.43499,30.6,1.5824,1.3595,17.0294,CD659 12cm rods,
5/16/2017 9:18,1063,"ZONE 00008, ZONE 00012",38.71153,-97.43526,32.49,1.6118,1.4129,18.4048,CD659 12cm rods,
5/16/2017 9:19,1064,ZONE 00012,38.71156,-97.43551,32.86,1.6174,1.4043,18.6843,CD659 12cm rods,
5/16/2017 9:19,1065,"ZONE 00007, ZONE 00012",38.71157,-97.43578,29.41,1.5643,1.336,16.2089,CD659 12cm rods,
5/16/2017 9:20,1066,"ZONE 00007, ZONE 00012, ZONE 00013",38.71159,-97.43604,29.66,1.5677,1.3118,16.3756,CD659 12cm rods,
5/16/2017 9:20,1067,"ZONE 00012, ZONE 00013",38.71161,-97.4363,25.31,1.5033,1.2742,13.5937,CD659 12cm rods,
5/16/2017 9:21,1068,"ZONE 00006, ZONE 00013",38.71161,-97.43658,29.65,1.5677,1.322,16.3707,CD659 12cm rods,
5/16/2017 9:21,1069,ZONE 00013,38.71187,-97.43658,24.61,1.492,1.2116,13.1794,CD659 12cm rods,
5/16/2017 9:22,1070,"ZONE 00012, ZONE 00013",38.71188,-97.43633,32.02,1.6039,1.3019,18.0563,CD659 12cm rods,
5/16/2017 9:23,1071,"ZONE 00012, ZONE 00013",38.71187,-97.43616,29.34,1.5632,1.3357,16.1576,CD659 12cm rods,
5/16/2017 9:23,1072,"ZONE 00012, ZONE 00013",38.71188,-97.43586,31.15,1.5926,1.49,17.4177,CD659 12cm rods,
5/16/2017 9:24,1073,ZONE 00012,38.71188,-97.43559,32.61,1.614,1.455,18.4928,CD659 12cm rods,
5/16/2017 9:24,1074,ZONE 00012,38.71188,-97.43532,28.59,1.5519,1.3221,15.6565,CD659 12cm rods,
5/16/2017 9:25,1075,"ZONE 00011, ZONE 00012",38.71188,-97.43504,30.08,1.5745,1.3517,16.6662,CD659 12cm rods,
5/16/2017 9:25,1076,"ZONE 00011, ZONE 00012",38.71187,-97.43475,35.51,1.6604,1.546,20.7958,CD659 12cm rods,
5/16/2017 9:26,1077,ZONE 00011,38.71186,-97.43449,34.8,1.6491,1.531,20.2154,CD659 12cm rods,
5/16/2017 9:26,1078,ZONE 00011,38.71187,-97.43422,31.95,1.6039,1.45,17.9985,CD659 12cm rods,
5/16/2017 9:27,1079,ZONE 00011,38.71187,-97.43394,35.54,1.6615,1.5883,20.8284,CD659 12cm rods,
5/16/2017 9:27,1080,"ZONE 00003, ZONE 00011",38.71186,-97.43369,32.91,1.6197,1.5279,18.7202,CD659 12cm rods,
5/16/2017 9:28,1081,ZONE 00003,38.71186,-97.43342,37.82,1.6999,1.705,22.8316,CD659 12cm rods,
5/16/2017 9:28,1082,ZONE 00003,38.71185,-97.43316,35.47,1.6604,1.587,20.7696,CD659 12cm rods,
5/16/2017 9:29,1083,ZONE 00003,38.71185,-97.43286,41.79,1.7723,1.947,26.8693,CD659 12cm rods,
5/16/2017 9:29,1084,ZONE 00003,38.71209,-97.43286,38.11,1.7056,1.7558,23.1043,CD659 12cm rods,
5/16/2017 9:30,1085,ZONE 00003,38.71209,-97.43311,36.48,1.6773,1.6448,21.6339,CD659 12cm rods,
5/16/2017 9:30,1086,ZONE 00003,38.7121,-97.4334,39.63,1.7316,1.7746,24.5841,CD659 12cm rods,
5/16/2017 9:31,1087,"ZONE 00003, ZONE 00011",38.71212,-97.43368,37.75,1.6999,1.7657,22.7735,CD659 12cm rods,
5/16/2017 9:31,1088,"ZONE 00003, ZONE 00011",38.71215,-97.43394,40.91,1.7565,1.9383,25.9031,CD659 12cm rods,
5/16/2017 9:32,1089,"ZONE 00011, ZONE 00015",38.71217,-97.4342,38.44,1.7101,1.6863,23.4173,CD659 12cm rods,
5/16/2017 9:32,1090,"ZONE 00011, ZONE 00015",38.7122,-97.43446,40.67,1.7497,1.7734,25.6484,CD659 12cm rods,
5/16/2017 9:34,1091,"ZONE 00011, ZONE 00012, ZONE 00015",38.71223,-97.43475,35.08,1.6536,1.5501,20.4385,CD659 12cm rods,
5/16/2017 9:34,1092,"ZONE 00012, ZONE 00015",38.71227,-97.43503,34.98,1.6513,1.4807,20.3566,CD659 12cm rods,
5/16/2017 9:35,1093,"ZONE 00012, ZONE 00015",38.7123,-97.4353,37.8,1.6988,1.6373,22.816,CD659 12cm rods,
5/16/2017 9:35,1094,"ZONE 00012, ZONE 00014, ZONE 00015",38.71232,-97.43555,36.55,1.6773,1.5483,21.6922,CD659 12cm rods,
5/16/2017 9:36,1095,"ZONE 00012, ZONE 00014",38.71234,-97.43583,35.41,1.6581,1.4485,20.7148,CD659 12cm rods,
5/16/2017 9:36,1096,"ZONE 00013, ZONE 00014",38.71235,-97.43608,34.93,1.6502,1.4148,20.3158,CD659 12cm rods,
5/16/2017 9:37,1097,"ZONE 00013, ZONE 00014",38.71238,-97.43636,34.09,1.6366,1.3814,19.6383,CD659 12cm rods,
5/16/2017 9:37,1098,"ZONE 00013, ZONE 00014",38.71241,-97.43661,24.68,1.4931,1.2202,13.219,CD659 12cm rods,
5/16/2017 9:38,1099,ZONE 00014,38.71264,-97.43661,27.4,1.5338,1.2772,14.8886,CD659 12cm rods,
5/16/2017 9:38,1100,ZONE 00014,38.71264,-97.43635,27.35,1.5327,1.2501,14.8552,CD659 12cm rods,
5/16/2017 9:39,1101,ZONE 00014,38.71262,-97.43607,36.63,1.6785,1.5301,21.7592,CD659 12cm rods,
5/16/2017 9:39,1102,ZONE 00014,38.71261,-97.43581,34.97,1.6513,1.4932,20.3515,CD659 12cm rods,
5/16/2017 9:40,1103,"ZONE 00014, ZONE 00015",38.71259,-97.43555,36.43,1.6751,1.5129,21.5844,CD659 12cm rods,
