TimeStamp,Record,Zone,Latitude,Longitude,Moisture,Period,Attenuation,Permittivity,Probe Model,Sensor,Probe_Model,Period ( us ),Period 
2017-05-16 09:40:00,1104,"ZONE 00014, ZONE 00015",38.71258,-97.43529,39.46,1.7282,1.7454,24.4095,CD659 12cm rods,,,,
2017-05-16 09:41:00,1105,ZONE 00015,38.71257,-97.43503,36.08,1.6694,1.5099,21.287,CD659 12cm rods,,,,
2017-05-16 09:41:00,1106,ZONE 00015,38.71256,-97.43475,39.3,1.7248,1.69,24.2494,CD659 12cm rods,,,,
2017-05-16 09:42:00,1107,ZONE 00015,38.71255,-97.43449,39.41,1.7293,1.8675,24.3572,CD659 12cm rods,,,,
2017-05-16 09:42:00,1108,ZONE 00015,38.71256,-97.43424,39.2,1.7248,1.8149,24.151,CD659 12cm rods,,,,
2017-05-16 09:43:00,1110,"ZONE 00003, ZONE 00004",38.71254,-97.43371,37.15,1.6886,1.6735,22.2292,CD659 12cm rods,,,,
2017-05-16 09:43:00,1111,"ZONE 00003, ZONE 00004",38.71254,-97.43343,32.64,1.614,1.4186,18.5124,CD659 12cm rods,,,,
2017-05-16 09:43:00,1109,"ZONE 00003, ZONE 00004, ZONE 00015",38.71254,-97.43398,42.5,1.7847,1.9191,27.6719,CD659 12cm rods,,,,
2017-05-16 09:44:00,1112,ZONE 00003,38.71253,-97.43314,37.35,1.6909,1.5934,22.4042,CD659 12cm rods,,,,
2017-05-16 09:45:00,1114,"ZONE 00003, ZONE 00004",38.71281,-97.43338,33.65,1.6299,1.4096,19.2953,CD659 12cm rods,,,,
2017-05-16 09:45:00,1113,"ZONE 00003, ZONE 00004",38.71278,-97.43311,31.81,1.6016,1.4357,17.8983,CD659 12cm rods,,,,
2017-05-16 09:46:00,1115,"ZONE 00003, ZONE 00004",38.71283,-97.43363,34.64,1.6457,1.4304,20.0836,CD659 12cm rods,,,,
2017-05-16 09:46:00,1116,ZONE 00004,38.71285,-97.4339,30.3,1.5779,1.3522,16.8228,CD659 12cm rods,,,,
2017-05-16 09:47:00,1117,"ZONE 00004, ZONE 00015",38.71288,-97.43417,35.25,1.6559,1.5088,20.5785,CD659 12cm rods,,,,
2017-05-16 09:47:00,1118,"ZONE 00004, ZONE 00015",38.7129,-97.43444,36.21,1.6717,1.5284,21.3997,CD659 12cm rods,,,,
2017-05-16 09:48:00,1119,"ZONE 00015, ZONE 00016",38.71294,-97.4347,35.89,1.666,1.4687,21.1205,CD659 12cm rods,,,,
2017-05-16 09:48:00,1120,"ZONE 00015, ZONE 00016",38.71297,-97.43496,32.29,1.6084,1.3823,18.2532,CD659 12cm rods,,,,
2017-05-16 09:49:00,1122,"ZONE 00014, ZONE 00015",38.713,-97.43549,31.29,1.5926,1.3241,17.5195,CD659 12cm rods,,,,
2017-05-16 09:49:00,1121,ZONE 00015,38.71299,-97.43523,30.08,1.5745,1.3446,16.67,CD659 12cm rods,,,,
2017-05-16 09:50:00,1123,ZONE 00014,38.71302,-97.43575,32.73,1.6152,1.3825,18.5816,CD659 12cm rods,,,,
2017-05-16 09:50:00,1124,ZONE 00014,38.71304,-97.43601,27.42,1.5338,1.2534,14.9021,CD659 12cm rods,,,,
2017-05-16 09:50:00,1125,ZONE 00014,38.71306,-97.43629,24.11,1.4852,1.2394,12.8826,CD659 12cm rods,,,,
2017-05-16 09:51:00,1126,ZONE 00014,38.7131,-97.43656,24.05,1.4841,1.2251,12.8495,CD659 12cm rods,,,,
2017-05-16 09:51:00,1127,ZONE 00014,38.71314,-97.43677,27.88,1.5417,1.3363,15.1938,CD659 12cm rods,,,,
2017-05-16 09:52:00,1128,[Unspecified Zone],38.71335,-97.43678,27.37,1.5327,1.2225,14.8681,CD659 12cm rods,,,,
2017-05-16 09:53:00,1129,[Unspecified Zone],38.71332,-97.43651,23.87,1.4818,1.239,12.7463,CD659 12cm rods,,,,
2017-05-16 09:53:00,1130,"ZONE 00014, ZONE 00017",38.7133,-97.43623,22.86,1.466,1.1869,12.1671,CD659 12cm rods,,,,
2017-05-16 09:54:00,1132,"ZONE 00014, ZONE 00017",38.71325,-97.43571,29.0,1.5575,1.2822,15.9303,CD659 12cm rods,,,,
2017-05-16 09:54:00,1131,"ZONE 00014, ZONE 00017",38.71327,-97.43597,22.38,1.4592,1.1955,11.8966,CD659 12cm rods,,,,
2017-05-16 09:55:00,1134,"ZONE 00015, ZONE 00016",38.71321,-97.43516,27.34,1.5327,1.2643,14.8474,CD659 12cm rods,,,,
2017-05-16 09:55:00,1133,"ZONE 00016, ZONE 00017",38.71323,-97.43543,24.27,1.4874,1.2334,12.9792,CD659 12cm rods,,,,
2017-05-16 09:56:00,1135,"ZONE 00015, ZONE 00016",38.71319,-97.4349,26.87,1.5259,1.2705,14.5519,CD659 12cm rods,,,,
2017-05-16 09:56:00,1136,"ZONE 00015, ZONE 00016",38.71315,-97.43464,26.15,1.5157,1.2907,14.1028,CD659 12cm rods,,,,
2017-05-16 09:57:00,1137,"ZONE 00004, ZONE 00015, ZONE 00016",38.71313,-97.43434,32.59,1.6129,1.356,18.4794,CD659 12cm rods,,,,
2017-05-16 09:57:00,1138,"ZONE 00004, ZONE 00016",38.71311,-97.43409,35.87,1.666,1.5147,21.1071,CD659 12cm rods,,,,
2017-05-16 09:58:00,1139,ZONE 00004,38.71309,-97.43383,31.93,1.6027,1.375,17.9843,CD659 12cm rods,,,,
2017-05-16 09:58:00,1140,ZONE 00004,38.71308,-97.43357,32.72,1.6152,1.4062,18.5731,CD659 12cm rods,,,,
2017-05-16 09:59:00,1141,ZONE 00004,38.71306,-97.4333,27.44,1.5349,1.3094,14.916,CD659 12cm rods,,,,
2017-05-16 09:59:00,1142,ZONE 00004,38.71304,-97.43303,33.15,1.6231,1.5115,18.9036,CD659 12cm rods,,,,
2017-05-16 10:00:00,1143,ZONE 00001,38.71302,-97.43275,38.14,1.7056,1.7289,23.1293,CD659 12cm rods,,,,
2017-05-16 10:00:00,1144,[Unspecified Zone],38.71326,-97.43277,39.49,1.7282,1.7057,24.4352,CD659 12cm rods,,,,
2017-05-16 10:01:00,1145,ZONE 00004,38.71329,-97.43301,34.92,1.6513,1.5608,20.3135,CD659 12cm rods,,,,
2017-05-16 10:01:00,1146,ZONE 00004,38.71333,-97.43327,30.8,1.5858,1.3858,17.1738,CD659 12cm rods,,,,
2017-05-16 10:02:00,1147,ZONE 00004,38.71336,-97.43353,31.33,1.5937,1.3786,17.5516,CD659 12cm rods,,,,
2017-05-16 10:02:00,1148,ZONE 00004,38.7134,-97.43378,27.26,1.5315,1.2638,14.799,CD659 12cm rods,,,,
2017-05-16 10:03:00,1149,"ZONE 00004, ZONE 00016",38.71344,-97.43404,28.81,1.5553,1.3251,15.8066,CD659 12cm rods,,,,
2017-05-16 10:03:00,1150,"ZONE 00004, ZONE 00016",38.71349,-97.4343,32.78,1.6197,1.6215,18.6221,CD659 12cm rods,,,,
2017-05-16 10:04:00,1152,ZONE 00016,38.71358,-97.43482,36.14,1.6706,1.5351,21.3372,CD659 12cm rods,,,,
2017-05-16 10:04:00,1151,ZONE 00016,38.71354,-97.43457,23.32,1.475,1.2835,12.427,CD659 12cm rods,,,,
2017-05-16 10:05:00,1154,"ZONE 00016, ZONE 00017",38.71365,-97.43533,20.25,1.4298,1.2296,10.7421,CD659 12cm rods,,,,
2017-05-16 10:05:00,1153,"ZONE 00016, ZONE 00017",38.71361,-97.43508,35.31,1.6593,1.6705,20.6346,CD659 12cm rods,,,,
2017-05-16 10:06:00,1156,ZONE 00017,38.71374,-97.43593,23.54,1.4761,1.2024,12.553,CD659 12cm rods,,,,
2017-05-16 10:06:00,1155,ZONE 00017,38.7137,-97.43561,20.01,1.4242,1.165,10.6145,CD659 12cm rods,,,,
2017-05-16 10:07:00,1157,ZONE 00017,38.71377,-97.43619,31.57,1.5971,1.3589,17.7211,CD659 12cm rods,,,,
2017-05-16 10:07:00,1158,ZONE 00017,38.7138,-97.43645,28.82,1.5553,1.3117,15.8145,CD659 12cm rods,,,,
2017-05-16 10:08:00,1159,ZONE 00017,38.71382,-97.43671,31.79,1.6005,1.3476,17.8861,CD659 12cm rods,,,,
2017-05-16 10:08:00,1160,ZONE 00021,38.71405,-97.4367,33.02,1.6197,1.3818,18.8022,CD659 12cm rods,,,,
2017-05-16 10:09:00,1161,"ZONE 00017, ZONE 00021",38.71401,-97.43644,32.37,1.6095,1.3766,18.3098,CD659 12cm rods,,,,
2017-05-16 10:09:00,1162,ZONE 00017,38.71396,-97.43618,30.82,1.5858,1.3582,17.1886,CD659 12cm rods,,,,
2017-05-16 10:10:00,1164,ZONE 00017,38.71386,-97.43568,25.34,1.5033,1.2492,13.6143,CD659 12cm rods,,,,
2017-05-16 10:10:00,1163,ZONE 00017,38.7139,-97.43592,26.82,1.5247,1.2423,14.5209,CD659 12cm rods,,,,
2017-05-16 10:11:00,1166,"ZONE 00016, ZONE 00017",38.71378,-97.43517,27.85,1.5428,1.4091,15.177,CD659 12cm rods,,,,
2017-05-16 10:11:00,1165,"ZONE 00016, ZONE 00017",38.71382,-97.43542,21.06,1.44,1.1883,11.1731,CD659 12cm rods,,,,
2017-05-16 10:12:00,1167,ZONE 00016,38.71374,-97.43491,31.75,1.6005,1.4124,17.8579,CD659 12cm rods,,,,
2017-05-16 10:12:00,1168,ZONE 00016,38.71368,-97.43461,29.74,1.5722,1.4985,16.4345,CD659 12cm rods,,,,
2017-05-16 10:13:00,1169,ZONE 00016,38.71364,-97.43436,30.6,1.5835,1.4347,17.033,CD659 12cm rods,,,,
2017-05-16 10:13:00,1170,"ZONE 00004, ZONE 00016",38.71359,-97.43407,28.31,1.5474,1.287,15.4763,CD659 12cm rods,,,,
2017-05-16 10:14:00,1172,"ZONE 00004, ZONE 00020",38.71352,-97.43355,29.93,1.5722,1.3536,16.5609,CD659 12cm rods,,,,
2017-05-16 10:14:00,1171,"ZONE 00004, ZONE 00016",38.71357,-97.43383,27.47,1.5349,1.2872,14.9313,CD659 12cm rods,,,,
2017-05-16 10:15:00,1174,ZONE 00004,38.71344,-97.43302,35.94,1.6683,1.6192,21.1665,CD659 12cm rods,,,,
2017-05-16 10:15:00,1173,"ZONE 00004, ZONE 00020",38.71349,-97.43329,33.74,1.6321,1.503,19.3652,CD659 12cm rods,,,,
2017-05-16 10:16:00,1176,ZONE 00020,38.71365,-97.4328,36.34,1.6762,1.7128,21.508,CD659 12cm rods,,,,
2017-05-16 10:16:00,1175,[Unspecified Zone],38.71343,-97.43274,26.0,1.5168,1.4188,14.0122,CD659 12cm rods,,,,
2017-05-16 10:17:00,1178,ZONE 00020,38.7137,-97.43307,33.86,1.6344,1.5329,19.4594,CD659 12cm rods,,,,
2017-05-16 10:17:00,1177,ZONE 00020,38.71365,-97.4328,36.34,1.6762,1.7128,21.508,CD659 12cm rods,,,,
2017-05-16 10:18:00,1179,"ZONE 00004, ZONE 00020",38.71376,-97.43332,30.93,1.588,1.4104,17.2653,CD659 12cm rods,,,,
2017-05-16 10:19:00,1183,ZONE 00020,38.71386,-97.43383,23.59,1.4795,1.3043,12.5852,CD659 12cm rods,,,,
2017-05-16 10:19:00,1182,ZONE 00020,38.71386,-97.43383,23.59,1.4795,1.3043,12.5852,CD659 12cm rods,,,,
2017-05-16 10:19:00,1181,"ZONE 00004, ZONE 00020",38.71382,-97.43356,27.41,1.5349,1.3337,14.8969,CD659 12cm rods,,,,
2017-05-16 10:19:00,1180,"ZONE 00004, ZONE 00020",38.71382,-97.43356,27.41,1.5349,1.3337,14.8969,CD659 12cm rods,,,,
2017-05-16 10:20:00,1184,ZONE 00016,38.71391,-97.43407,18.59,1.4038,1.1693,9.8791,CD659 12cm rods,,,,
2017-05-16 10:20:00,1185,"ZONE 00016, ZONE 00023",38.71398,-97.43433,30.23,1.5767,1.3469,16.7733,CD659 12cm rods,,,,
2017-05-16 10:20:00,1186,"ZONE 00016, ZONE 00023",38.71398,-97.43433,30.23,1.5767,1.3469,16.7733,CD659 12cm rods,,,,
2017-05-16 10:21:00,1187,"ZONE 00016, ZONE 00023",38.71404,-97.43458,34.51,1.6457,1.6099,19.978,CD659 12cm rods,,,,
2017-05-16 10:21:00,1188,"ZONE 00016, ZONE 00022",38.7141,-97.43484,32.55,1.6129,1.4308,18.4511,CD659 12cm rods,,,,
2017-05-16 10:22:00,1190,"ZONE 00017, ZONE 00022",38.7142,-97.43536,26.01,1.5134,1.277,14.0181,CD659 12cm rods,,,,
2017-05-16 10:22:00,1189,"ZONE 00016, ZONE 00017, ZONE 00022",38.71415,-97.4351,30.26,1.5779,1.4046,16.7899,CD659 12cm rods,,,,
2017-05-16 10:23:00,1191,"ZONE 00017, ZONE 00022",38.71427,-97.43562,26.56,1.5214,1.2672,14.361,CD659 12cm rods,,,,
2017-05-16 10:23:00,1192,"ZONE 00017, ZONE 00021, ZONE 00022",38.71433,-97.43591,29.58,1.5666,1.3098,16.3252,CD659 12cm rods,,,,
2017-05-16 10:24:00,1193,"ZONE 00017, ZONE 00021",38.7144,-97.43616,33.58,1.6287,1.4123,19.2384,CD659 12cm rods,,,,
2017-05-16 10:24:00,1194,ZONE 00021,38.71446,-97.43643,33.58,1.6287,1.4194,19.2361,CD659 12cm rods,,,,
2017-05-16 10:25:00,1195,ZONE 00021,38.71451,-97.43668,35.81,1.6649,1.4872,21.057,CD659 12cm rods,,,,
2017-05-16 10:25:00,1196,ZONE 00021,38.71473,-97.43668,33.21,1.6231,1.4383,18.9482,CD659 12cm rods,,,,
2017-05-16 10:26:00,1197,ZONE 00021,38.71468,-97.43642,35.27,1.6559,1.4527,20.5976,CD659 12cm rods,,,,
2017-05-16 10:26:00,1198,ZONE 00021,38.71465,-97.43616,30.49,1.5813,1.4042,16.9493,CD659 12cm rods,,,,
2017-05-16 10:27:00,1199,"ZONE 00021, ZONE 00022",38.71458,-97.43593,35.34,1.657,1.4416,20.6579,CD659 12cm rods,,,,
2017-05-16 10:28:00,1201,ZONE 00022,38.71446,-97.43541,32.93,1.6186,1.4123,18.7365,CD659 12cm rods,,,,
2017-05-16 10:28:00,1200,ZONE 00022,38.71452,-97.43567,30.91,1.5869,1.3402,17.2493,CD659 12cm rods,,,,
2017-05-16 10:29:00,1202,ZONE 00022,38.71442,-97.43519,32.48,1.6118,1.4297,18.3964,CD659 12cm rods,,,,
2017-05-16 10:38:00,1203,"ZONE 00022, ZONE 00023",38.71436,-97.43493,33.94,1.6344,1.4185,19.5179,CD659 12cm rods,,,,
2017-05-16 10:38:00,1204,"ZONE 00016, ZONE 00022, ZONE 00023",38.71432,-97.43466,31.76,1.6005,1.4101,17.8592,CD659 12cm rods,,,,
2017-05-16 10:39:00,1205,"ZONE 00016, ZONE 00023",38.71429,-97.43439,28.61,1.553,1.3688,15.6735,CD659 12cm rods,,,,
2017-05-16 10:39:00,1206,ZONE 00023,38.71424,-97.43412,24.41,1.4897,1.2494,13.0569,CD659 12cm rods,,,,
2017-05-16 10:40:00,1207,"ZONE 00018, ZONE 00020, ZONE 00023",38.7142,-97.43385,29.66,1.5677,1.3121,16.3755,CD659 12cm rods,,,,
2017-05-16 10:40:00,1208,"ZONE 00019, ZONE 00020, ZONE 00023",38.71417,-97.43356,32.34,1.6095,1.4172,18.2927,CD659 12cm rods,,,,
2017-05-16 10:41:00,1209,ZONE 00020,38.71411,-97.43331,33.44,1.6276,1.516,19.1278,CD659 12cm rods,,,,
2017-05-16 10:41:00,1210,ZONE 00020,38.71409,-97.43305,40.76,1.7519,1.8225,25.7477,CD659 12cm rods,,,,
2017-05-16 10:53:00,1211,ZONE 00020,38.71415,-97.43292,34.91,1.6525,1.645,20.3001,CD659 12cm rods,,,,
2017-05-16 10:54:00,1212,ZONE 00020,38.7142,-97.43317,35.53,1.6615,1.6018,20.8184,CD659 12cm rods,,,,
2017-05-16 10:54:00,1213,"ZONE 00020, ZONE 00023",38.71426,-97.43342,34.77,1.6479,1.4788,20.1833,CD659 12cm rods,,,,
2017-05-16 10:55:00,1214,"ZONE 00020, ZONE 00023",38.71433,-97.43367,32.51,1.6129,1.4834,18.418,CD659 12cm rods,,,,
2017-05-16 10:55:00,1215,"ZONE 00020, ZONE 00023",38.71439,-97.4339,28.56,1.5519,1.3451,15.6409,CD659 12cm rods,,,,
2017-05-16 10:56:00,1216,ZONE 00023,38.71446,-97.43413,26.67,1.5236,1.3087,14.4262,CD659 12cm rods,,,,
2017-05-16 10:56:00,1217,"ZONE 00022, ZONE 00023",38.71451,-97.43439,31.41,1.596,1.4634,17.6049,CD659 12cm rods,,,,
2017-05-16 10:57:00,1218,"ZONE 00022, ZONE 00023",38.71458,-97.43465,34.36,1.6412,1.4163,19.8585,CD659 12cm rods,,,,
2017-05-16 10:57:00,1219,"ZONE 00022, ZONE 00023",38.71466,-97.4349,33.81,1.6321,1.3738,19.415,CD659 12cm rods,,,,
2017-05-16 10:58:00,1220,ZONE 00022,38.71473,-97.43515,34.57,1.6446,1.4355,20.025,CD659 12cm rods,,,,
2017-05-16 10:58:00,1221,ZONE 00022,38.71479,-97.43542,36.43,1.6751,1.5143,21.584,CD659 12cm rods,,,,
2017-05-16 10:59:00,1223,"ZONE 00021, ZONE 00022, ZONE 00025",38.7149,-97.43596,33.09,1.6208,1.369,18.8605,CD659 12cm rods,,,,
2017-05-16 10:59:00,1222,"ZONE 00022, ZONE 00025",38.71484,-97.43568,33.77,1.6321,1.4707,19.3838,CD659 12cm rods,,,,
2017-05-16 11:00:00,1224,"ZONE 00021, ZONE 00025",38.71496,-97.43622,33.78,1.6321,1.4524,19.3925,CD659 12cm rods,,,,
2017-05-16 11:00:00,1225,"ZONE 00021, ZONE 00025",38.715,-97.43648,35.06001,1.6525,1.4398,20.4266,CD659 12cm rods,,,,
2017-05-16 11:01:00,1226,ZONE 00021,38.71507,-97.43673,35.11,1.6536,1.4938,20.4679,CD659 12cm rods,,,,
2017-05-16 11:02:00,1227,[Unspecified Zone],38.71529,-97.43673,37.65,1.6954,1.4851,22.6745,CD659 12cm rods,,,,
2017-05-16 11:02:00,1228,"ZONE 00021, ZONE 00025",38.71525,-97.43647,35.54,1.6604,1.4627,20.8284,CD659 12cm rods,,,,
2017-05-16 11:03:00,1229,ZONE 00025,38.71523,-97.43621,33.43,1.6265,1.4357,19.1176,CD659 12cm rods,,,,
2017-05-16 11:03:00,1230,ZONE 00025,38.7152,-97.43593,32.5,1.6118,1.4044,18.4085,CD659 12cm rods,,,,
2017-05-16 11:04:00,1231,"ZONE 00022, ZONE 00025",38.71515,-97.43565,34.96,1.6513,1.5133,20.3421,CD659 12cm rods,,,,
2017-05-16 11:04:00,1232,"ZONE 00022, ZONE 00025",38.71512,-97.43539,34.5,1.6434,1.4483,19.964,CD659 12cm rods,,,,
2017-05-16 11:05:00,1234,"ZONE 00022, ZONE 00026",38.71506,-97.43488,28.61,1.5519,1.2955,15.6721,CD659 12cm rods,,,,
2017-05-16 11:05:00,1233,"ZONE 00022, ZONE 00025, ZONE 00026",38.7151,-97.43513,30.68,1.5835,1.3519,17.0859,CD659 12cm rods,,,,
2017-05-16 11:06:00,1235,"ZONE 00022, ZONE 00023, ZONE 00026",38.71504,-97.43463,32.23,1.6095,1.5343,18.2065,CD659 12cm rods,,,,
2017-05-16 11:06:00,1236,ZONE 00023,38.71502,-97.43437,25.76,1.5112,1.3406,13.8627,CD659 12cm rods,,,,
2017-05-16 11:07:00,1237,ZONE 00023,38.71498,-97.43411,22.82,1.466,1.2107,12.1456,CD659 12cm rods,,,,
2017-05-16 11:07:00,1238,"ZONE 00023, ZONE 00024",38.71495,-97.43386,27.4,1.5338,1.2812,14.8861,CD659 12cm rods,,,,
2017-05-16 11:08:00,1239,"ZONE 00023, ZONE 00024",38.71493,-97.43359,29.85,1.5711,1.3547,16.5082,CD659 12cm rods,,,,
2017-05-16 11:08:00,1240,"ZONE 00023, ZONE 00024",38.7149,-97.43333,30.98,1.588,1.3516,17.2975,CD659 12cm rods,,,,
2017-05-16 11:09:00,1241,ZONE 00024,38.71492,-97.43307,28.52,1.5519,1.3822,15.6111,CD659 12cm rods,,,,
2017-05-16 11:09:00,1242,ZONE 00024,38.71512,-97.43311,35.88,1.666,1.51,21.1088,CD659 12cm rods,,,,
2017-05-16 11:10:00,1243,ZONE 00024,38.71518,-97.43336,30.23,1.5767,1.3503,16.7715,CD659 12cm rods,,,,
2017-05-16 11:11:00,1245,"ZONE 00023, ZONE 00024",38.71527,-97.43391,28.74,1.5541,1.3219,15.7579,CD659 12cm rods,,,,
2017-05-16 11:11:00,1244,ZONE 00024,38.71523,-97.43365,27.12,1.5304,1.3205,14.7102,CD659 12cm rods,,,,
2017-05-16 11:12:00,1246,"ZONE 00023, ZONE 00026",38.71532,-97.43417,28.13,1.5451,1.3189,15.3568,CD659 12cm rods,,,,
2017-05-16 11:12:00,1247,ZONE 00026,38.71537,-97.43441,28.89,1.5587,1.448,15.8568,CD659 12cm rods,,,,
2017-05-16 11:13:00,1248,ZONE 00026,38.71543,-97.43466,27.61,1.5372,1.2985,15.0224,CD659 12cm rods,,,,
2017-05-16 11:13:00,1249,ZONE 00026,38.71548,-97.43494,28.41,1.5507,1.4053,15.5385,CD659 12cm rods,,,,
2017-05-16 11:14:00,1250,"ZONE 00025, ZONE 00026",38.71554,-97.43518,31.74,1.6005,1.4317,17.8463,CD659 12cm rods,,,,
2017-05-16 11:14:00,1251,"ZONE 00025, ZONE 00026",38.71562,-97.43547,31.97,1.6039,1.4173,18.0186,CD659 12cm rods,,,,
2017-05-16 11:15:00,1252,ZONE 00025,38.71568,-97.43575,36.96,1.6841,1.5617,22.0504,CD659 12cm rods,,,,
2017-05-16 11:15:00,1253,ZONE 00025,38.71574,-97.436,33.15,1.6231,1.5062,18.9075,CD659 12cm rods,,,,
2017-05-16 11:16:00,1255,"ZONE 00025, ZONE 00029",38.71587,-97.43653,33.33,1.6253,1.4774,19.04,CD659 12cm rods,,,,
2017-05-16 11:16:00,1254,"ZONE 00025, ZONE 00029",38.7158,-97.43626,35.51,1.6604,1.5352,20.8015,CD659 12cm rods,,,,
2017-05-16 11:17:00,1256,ZONE 00029,38.71609,-97.43654,34.08,1.6378,1.5375,19.6293,CD659 12cm rods,,,,
2017-05-16 11:17:00,1257,"ZONE 00028, ZONE 00029",38.71607,-97.4363,32.47,1.6118,1.4383,18.3917,CD659 12cm rods,,,,
2017-05-16 11:18:00,1258,"ZONE 00025, ZONE 00028, ZONE 00029",38.71603,-97.43604,31.29,1.5937,1.4347,17.518,CD659 12cm rods,,,,
2017-05-16 11:18:00,1259,"ZONE 00025, ZONE 00028",38.716,-97.43576,34.27,1.64,1.4762,19.781,CD659 12cm rods,,,,
2017-05-16 11:19:00,1260,"ZONE 00025, ZONE 00026, ZONE 00028",38.71597,-97.43551,32.58,1.614,1.4871,18.4711,CD659 12cm rods,,,,
2017-05-16 11:19:00,1261,"ZONE 00025, ZONE 00026, ZONE 00028",38.71593,-97.43526,29.39,1.5643,1.3626,16.192,CD659 12cm rods,,,,
2017-05-16 11:20:00,1262,"ZONE 00026, ZONE 00028",38.71589,-97.435,32.02,1.605,1.4543,18.0505,CD659 12cm rods,,,,
2017-05-16 11:20:00,1263,ZONE 00026,38.71587,-97.43472,29.85,1.5711,1.3572,16.5067,CD659 12cm rods,,,,
2017-05-16 11:21:00,1265,"ZONE 00026, ZONE 00027",38.71582,-97.43419,28.31,1.5496,1.4165,15.4759,CD659 12cm rods,,,,
2017-05-16 11:21:00,1264,"ZONE 00026, ZONE 00027",38.71584,-97.43446,31.79,1.6005,1.3492,17.8856,CD659 12cm rods,,,,
2017-05-16 11:22:00,1266,"ZONE 00026, ZONE 00027",38.71579,-97.43392,28.95,1.5587,1.4044,15.9001,CD659 12cm rods,,,,
2017-05-16 11:22:00,1267,"ZONE 00024, ZONE 00027",38.71576,-97.43365,29.71,1.5688,1.3387,16.4136,CD659 12cm rods,,,,
2017-05-16 11:23:00,1268,"ZONE 00024, ZONE 00027",38.71575,-97.43334,31.52,1.5993,1.549,17.6876,CD659 12cm rods,,,,
2017-05-16 11:23:00,1269,ZONE 00027,38.71597,-97.4334,36.23,1.6728,1.6106,21.4153,CD659 12cm rods,,,,
2017-05-16 11:24:00,1270,ZONE 00027,38.716,-97.43365,29.89,1.5711,1.289,16.5388,CD659 12cm rods,,,,
2017-05-16 11:25:00,1271,ZONE 00027,38.71606,-97.4339,27.35,1.5327,1.2533,14.8535,CD659 12cm rods,,,,
2017-05-16 11:25:00,1272,"ZONE 00026, ZONE 00027, ZONE 00030",38.71612,-97.4342,27.15,1.5315,1.3587,14.7256,CD659 12cm rods,,,,
2017-05-16 11:26:00,1273,"ZONE 00026, ZONE 00027, ZONE 00030",38.71618,-97.43445,27.97,1.544,1.3828,15.2543,CD659 12cm rods,,,,
2017-05-16 11:26:00,1274,"ZONE 00026, ZONE 00030",38.71625,-97.4347,33.77,1.6321,1.467,19.3857,CD659 12cm rods,,,,
2017-05-16 11:27:00,1276,"ZONE 00028, ZONE 00030",38.71636,-97.43522,35.17,1.6559,1.608,20.5143,CD659 12cm rods,,,,
2017-05-16 11:27:00,1275,"ZONE 00026, ZONE 00028, ZONE 00030",38.7163,-97.43495,34.99,1.6525,1.5669,20.3682,CD659 12cm rods,,,,
2017-05-16 11:28:00,1278,"ZONE 00028, ZONE 00029",38.71649,-97.43574,31.9,1.6027,1.4096,17.9683,CD659 12cm rods,,,,
2017-05-16 11:28:00,1279,"ZONE 00028, ZONE 00029",38.71656,-97.43602,34.88,1.6502,1.5324,20.2731,CD659 12cm rods,,,,
2017-05-16 11:28:00,1277,"ZONE 00028, ZONE 00030",38.71643,-97.43548,32.97,1.6197,1.4588,18.7696,CD659 12cm rods,,,,
2017-05-16 11:29:00,1280,"ZONE 00028, ZONE 00029",38.71664,-97.43627,32.43,1.6118,1.4898,18.3573,CD659 12cm rods,,,,
2017-05-16 11:29:00,1281,ZONE 00029,38.71671,-97.43653,36.13,1.6706,1.5597,21.3256,CD659 12cm rods,,,,
2017-05-16 11:30:00,1282,"ZONE 00029, ZONE 00032",38.71694,-97.43655,33.47,1.6287,1.5606,19.1486,CD659 12cm rods,,,,
2017-05-16 11:31:00,1283,"ZONE 00029, ZONE 00032, ZONE 00033",38.71692,-97.4363,32.88,1.6186,1.4851,18.6968,CD659 12cm rods,,,,
2017-05-16 11:31:00,1284,"ZONE 00028, ZONE 00029, ZONE 00033",38.71689,-97.43605,34.69,1.6468,1.4879,20.1216,CD659 12cm rods,,,,
2017-05-16 11:32:00,1285,"ZONE 00028, ZONE 00033",38.71686,-97.43578,34.68,1.6468,1.51,20.1107,CD659 12cm rods,,,,
2017-05-16 11:32:00,1286,"ZONE 00028, ZONE 00030, ZONE 00033",38.71684,-97.4355,29.4,1.5643,1.348,16.2016,CD659 12cm rods,,,,
2017-05-16 11:33:00,1287,"ZONE 00028, ZONE 00030",38.71681,-97.4352,32.2,1.6084,1.4979,18.1835,CD659 12cm rods,,,,
2017-05-16 11:33:00,1288,"ZONE 00028, ZONE 00030",38.71677,-97.43494,25.57,1.5067,1.2533,13.7521,CD659 12cm rods,,,,
2017-05-16 11:34:00,1290,"ZONE 00030, ZONE 00031",38.71673,-97.43439,25.93,1.5123,1.2777,13.9698,CD659 12cm rods,,,,
2017-05-16 11:34:00,1289,ZONE 00030,38.71673,-97.43466,34.15,1.6378,1.419,19.6875,CD659 12cm rods,,,,
2017-05-16 11:35:00,1291,"ZONE 00030, ZONE 00031",38.71672,-97.43412,27.61,1.5372,1.301,15.0207,CD659 12cm rods,,,,
2017-05-16 11:35:00,1292,"ZONE 00027, ZONE 00030, ZONE 00031",38.71672,-97.43384,32.52,1.6118,1.3631,18.423,CD659 12cm rods,,,,
